 Strategy Type:	MIXEDSTRATEGY  NashValue:	0.0  e_NashValue for twoConsecutiveAvgCompletionTime :	0.5 Total Number of players =	50
Total Iterations =	100
5	[11, 13, 9, 9, 9, 10, 10, 10, 11, 14, 9, 9, 11, 14, 9, 9, 9, 9, 9, 11, 9, 9, 9, 9, 9, 9, 9, 9, 11, 11, 9, 9, 9, 11, 11, 11, 13, 13, 9, 11, 9, 9, 11, 11, 10, 9, 9, 9, 9, 11, 9, 9, 12, 9, 9, 10, 9, 9, 9, 9, 9, 9, 9, 11, 12, 14, 14, 9, 10, 9, 9, 8, 8, 11, 13, 7, 7, 11, 9, 9, 7, 7, 9, 11, 11, 11, 9, 11, 9, 9, 9, 9, 9, 10, 9, 9, 9, 10, 9, 9]
6	[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]
7	[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
8	[63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66]
9	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
10	[61, 61, 61, 62, 62, 62, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]
11	[63, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69]
12	[17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17]
13	[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 38, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]
14	[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 26, 26, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 25, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 27, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
15	[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
16	[59, 59, 59, 60, 60, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63]
17	[28, 28, 27, 30, 30, 27, 28, 29, 29, 29, 27, 27, 29, 29, 27, 30, 27, 27, 27, 32, 27, 37, 28, 28, 27, 32, 29, 27, 28, 27, 27, 35, 27, 27, 29, 33, 42, 42, 27, 27, 27, 29, 36, 27, 36, 27, 40, 30, 30, 29, 27, 27, 28, 27, 27, 37, 33, 27, 27, 36, 27, 27, 27, 27, 43, 43, 43, 29, 33, 27, 27, 27, 27, 27, 42, 27, 33, 27, 27, 28, 27, 29, 27, 27, 29, 27, 31, 27, 27, 27, 44, 27, 33, 27, 27, 40, 27, 31, 27, 31]
18	[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
19	[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]
20	[44, 41, 44, 41, 44, 44, 44, 44, 41, 44, 41, 41, 41, 44, 41, 44, 44, 41, 41, 44, 41, 44, 41, 44, 41, 41, 41, 41, 44, 41, 41, 44, 44, 44, 41, 44, 41, 44, 41, 44, 41, 44, 44, 44, 44, 41, 44, 41, 44, 41, 44, 41, 44, 41, 41, 44, 44, 41, 44, 44, 41, 44, 44, 41, 44, 44, 44, 41, 44, 41, 44, 41, 41, 44, 44, 41, 41, 41, 41, 41, 41, 44, 41, 44, 41, 41, 44, 44, 41, 44, 44, 41, 41, 41, 41, 44, 41, 44, 41, 44]
21	[35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 37, 37, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 36, 35, 35]
22	[55, 58, 63, 61, 58, 63, 61, 61, 58, 58, 63, 63, 60, 63, 58, 60, 63, 58, 61, 61, 61, 61, 58, 58, 63, 60, 60, 58, 61, 58, 58, 61, 61, 61, 60, 61, 58, 61, 58, 61, 58, 61, 61, 61, 58, 58, 61, 61, 58, 60, 60, 63, 61, 58, 60, 61, 61, 63, 63, 61, 61, 61, 61, 60, 63, 63, 60, 58, 61, 60, 63, 61, 58, 61, 61, 61, 61, 60, 61, 61, 61, 61, 58, 61, 60, 58, 60, 63, 58, 63, 60, 58, 61, 61, 58, 61, 63, 60, 58, 61]
23	[42, 40, 42, 40, 40, 42, 42, 42, 40, 42, 40, 40, 40, 42, 40, 42, 42, 40, 40, 42, 40, 42, 40, 42, 42, 40, 40, 40, 42, 40, 40, 42, 42, 42, 40, 42, 40, 42, 40, 42, 40, 42, 42, 42, 42, 40, 42, 40, 42, 40, 42, 40, 42, 40, 40, 42, 42, 40, 42, 42, 40, 42, 42, 40, 42, 42, 40, 40, 42, 40, 42, 40, 40, 42, 42, 40, 40, 40, 40, 40, 42, 42, 40, 42, 40, 40, 42, 42, 40, 42, 42, 40, 40, 40, 40, 42, 40, 42, 40, 42]
24	[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52]
25	[59, 59, 59, 60, 60, 56, 62, 62, 62, 62, 58, 58, 58, 58, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 58, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 57, 57, 57, 57, 56, 56, 63, 56, 56, 58, 56, 56, 63, 58, 58, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 58, 56, 56, 56, 56, 56, 56, 56, 57, 56, 56, 56, 56, 56, 56, 56, 58, 56, 56, 56, 56, 56, 58, 58, 63, 56, 56, 56]
26	[22, 32, 15, 16, 32, 25, 15, 15, 14, 15, 19, 15, 16, 16, 15, 20, 19, 14, 15, 29, 15, 29, 20, 35, 19, 19, 14, 18, 18, 14, 16, 32, 15, 18, 14, 25, 39, 39, 23, 25, 23, 23, 33, 25, 19, 14, 32, 16, 32, 16, 19, 19, 19, 19, 15, 15, 15, 14, 16, 33, 19, 19, 19, 14, 35, 35, 35, 26, 25, 16, 19, 14, 14, 32, 39, 19, 19, 14, 15, 22, 26, 26, 19, 29, 16, 14, 19, 15, 14, 16, 36, 19, 15, 15, 15, 32, 19, 19, 19, 28]
27	[48, 48, 48, 48, 48, 48, 48, 48, 45, 48, 45, 48, 45, 48, 45, 48, 48, 45, 45, 48, 45, 48, 45, 48, 48, 48, 45, 45, 48, 45, 45, 48, 48, 48, 45, 48, 48, 48, 45, 48, 45, 48, 48, 48, 48, 45, 48, 48, 48, 45, 48, 45, 48, 45, 45, 48, 48, 45, 48, 48, 48, 48, 48, 45, 48, 48, 48, 45, 48, 45, 48, 45, 45, 48, 48, 45, 48, 45, 45, 48, 48, 48, 45, 48, 45, 45, 48, 48, 45, 48, 48, 45, 48, 48, 45, 48, 45, 48, 45, 48]
28	[13, 16, 13, 10, 16, 13, 10, 13, 13, 16, 10, 13, 13, 16, 13, 10, 10, 13, 10, 13, 10, 16, 10, 16, 13, 16, 13, 10, 13, 13, 10, 16, 13, 10, 13, 13, 16, 16, 13, 13, 13, 16, 13, 10, 13, 13, 13, 10, 16, 13, 13, 13, 13, 10, 13, 13, 13, 13, 10, 13, 13, 16, 16, 13, 16, 16, 16, 13, 13, 13, 13, 10, 13, 13, 16, 13, 16, 13, 10, 16, 13, 10, 13, 13, 13, 10, 13, 10, 13, 10, 16, 13, 10, 13, 13, 16, 13, 13, 13, 13]
29	[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39]
30	[9, 14, 10, 8, 11, 9, 8, 9, 9, 13, 8, 9, 8, 13, 7, 9, 9, 9, 8, 9, 7, 10, 8, 12, 8, 10, 8, 9, 9, 9, 9, 12, 7, 9, 9, 9, 14, 14, 9, 9, 7, 12, 12, 7, 9, 9, 9, 7, 11, 9, 9, 8, 8, 9, 8, 9, 9, 7, 8, 12, 9, 12, 12, 9, 9, 13, 13, 9, 8, 9, 9, 8, 9, 9, 14, 8, 11, 9, 10, 10, 7, 8, 7, 9, 9, 9, 9, 7, 9, 8, 12, 9, 9, 8, 9, 12, 9, 8, 9, 9]
31	[7, 12, 9, 9, 12, 8, 9, 8, 8, 12, 7, 8, 7, 11, 9, 10, 8, 7, 7, 10, 7, 12, 8, 10, 10, 10, 7, 7, 7, 7, 8, 11, 9, 8, 7, 7, 12, 12, 8, 8, 8, 10, 10, 7, 9, 8, 9, 8, 12, 8, 8, 7, 7, 7, 7, 8, 8, 7, 8, 8, 7, 10, 10, 7, 11, 12, 12, 7, 9, 8, 8, 7, 7, 7, 12, 9, 10, 8, 8, 9, 8, 8, 7, 7, 7, 8, 8, 8, 8, 8, 11, 8, 8, 7, 7, 11, 8, 9, 8, 8]
32	[54, 48, 48, 54, 54, 45, 52, 52, 52, 52, 45, 52, 52, 56, 45, 45, 45, 46, 46, 45, 46, 46, 45, 44, 46, 57, 46, 46, 46, 46, 46, 46, 45, 45, 46, 45, 46, 46, 46, 45, 46, 46, 45, 46, 46, 46, 45, 46, 46, 46, 46, 46, 46, 46, 46, 45, 45, 46, 45, 45, 46, 46, 46, 46, 46, 46, 44, 46, 45, 46, 46, 46, 46, 46, 46, 46, 57, 46, 46, 46, 45, 45, 46, 46, 46, 46, 45, 45, 46, 45, 46, 46, 46, 46, 46, 61, 46, 45, 46, 45]
33	[32, 32, 32, 32, 32, 32, 32, 32, 28, 32, 28, 28, 28, 32, 28, 32, 32, 28, 28, 32, 28, 32, 28, 32, 32, 32, 28, 28, 32, 28, 28, 32, 32, 32, 28, 32, 32, 32, 28, 32, 28, 32, 32, 32, 32, 28, 32, 32, 32, 28, 32, 28, 32, 28, 28, 32, 32, 28, 32, 32, 32, 32, 32, 28, 32, 32, 32, 28, 32, 28, 32, 28, 28, 32, 32, 28, 32, 28, 28, 32, 32, 32, 28, 32, 28, 28, 32, 32, 28, 32, 32, 28, 32, 32, 28, 32, 28, 32, 28, 32]
34	[9, 12, 9, 9, 12, 9, 12, 9, 9, 12, 9, 9, 9, 12, 9, 12, 9, 9, 12, 12, 9, 12, 9, 12, 9, 12, 9, 9, 9, 9, 12, 12, 9, 12, 9, 9, 12, 12, 9, 9, 9, 12, 9, 12, 9, 9, 9, 9, 12, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 9, 12, 12, 9, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9, 12, 9, 12, 9, 12, 12, 9, 12, 9, 9, 9, 9, 9, 9, 9, 12, 12, 9, 12, 9, 9, 12, 9, 9, 9, 12]
35	[61, 61, 61, 62, 62, 61, 64, 64, 64, 64, 63, 63, 63, 63, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 63, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 59, 59, 59, 59, 58, 58, 65, 58, 58, 60, 58, 58, 65, 60, 60, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 60, 58, 58, 58, 58, 58, 58, 58, 59, 58, 58, 58, 58, 58, 58, 58, 60, 58, 58, 58, 58, 58, 60, 60, 65, 58, 58, 58]
36	[41, 41, 46, 46, 46, 48, 48, 48, 48, 48, 48, 48, 48, 48, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50]
37	[42, 47, 44, 39, 45, 44, 39, 39, 39, 45, 44, 39, 39, 53, 44, 44, 44, 39, 39, 44, 39, 39, 44, 46, 39, 54, 39, 39, 39, 39, 39, 54, 44, 44, 39, 44, 45, 45, 39, 44, 39, 39, 44, 39, 39, 39, 44, 39, 45, 39, 39, 39, 39, 39, 39, 44, 44, 39, 44, 44, 39, 39, 39, 39, 45, 45, 46, 39, 44, 39, 39, 39, 39, 39, 39, 39, 54, 39, 39, 39, 44, 44, 39, 39, 39, 39, 44, 44, 39, 44, 45, 39, 39, 39, 39, 54, 39, 44, 39, 44]
38	[55, 55, 55, 56, 56, 55, 58, 58, 58, 58, 57, 57, 57, 57, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 57, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 47, 43, 47, 47, 55, 55, 59, 55, 55, 57, 55, 55, 59, 57, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 57, 55, 55, 55, 55, 55, 55, 55, 47, 55, 55, 55, 55, 55, 55, 55, 57, 55, 55, 55, 55, 55, 57, 57, 59, 55, 55, 55]
39	[11, 21, 13, 11, 18, 14, 12, 9, 9, 18, 10, 13, 9, 20, 11, 9, 12, 11, 12, 12, 9, 16, 11, 12, 12, 13, 9, 15, 15, 9, 10, 14, 12, 12, 9, 11, 21, 21, 12, 13, 10, 14, 14, 10, 9, 15, 14, 13, 14, 9, 11, 9, 9, 11, 10, 11, 11, 10, 10, 20, 13, 16, 16, 11, 14, 16, 16, 9, 11, 9, 11, 10, 9, 19, 22, 10, 15, 11, 12, 13, 13, 15, 9, 11, 9, 9, 11, 13, 9, 10, 12, 10, 11, 10, 11, 16, 11, 14, 11, 12]
40	[47, 47, 49, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]
41	[8, 11, 8, 8, 10, 7, 7, 7, 7, 11, 8, 7, 7, 12, 8, 8, 7, 8, 8, 9, 8, 11, 7, 11, 9, 11, 7, 8, 8, 8, 7, 10, 8, 7, 8, 8, 11, 11, 7, 7, 7, 11, 11, 8, 8, 7, 8, 8, 10, 7, 8, 7, 11, 8, 7, 9, 9, 8, 7, 11, 8, 11, 11, 8, 8, 11, 11, 8, 9, 7, 7, 7, 8, 8, 11, 8, 9, 7, 7, 10, 9, 9, 8, 8, 8, 7, 7, 7, 7, 7, 10, 7, 7, 9, 8, 10, 7, 9, 7, 10]
42	[62, 60, 61, 63, 60, 61, 63, 63, 60, 60, 61, 61, 58, 61, 63, 61, 61, 60, 63, 60, 60, 63, 63, 60, 61, 58, 58, 60, 63, 60, 60, 63, 63, 63, 58, 63, 60, 63, 60, 63, 60, 63, 63, 63, 63, 63, 63, 63, 60, 58, 61, 58, 63, 60, 58, 63, 63, 58, 61, 60, 63, 63, 63, 58, 58, 61, 58, 63, 63, 58, 58, 60, 60, 63, 63, 63, 63, 58, 63, 63, 63, 63, 60, 63, 58, 60, 61, 61, 60, 61, 58, 60, 63, 63, 60, 63, 58, 61, 60, 60]
43	[42, 42, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 43, 41, 41, 41, 41, 42, 41, 42, 42, 41, 41, 41, 41, 42, 42, 41, 41, 41, 41, 42, 42, 41, 41, 41, 41, 41, 41, 41, 41, 42, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 41, 42, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 41, 41, 41, 41, 41, 41]
44	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
45	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
46	[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
47	[58, 58, 57, 58, 58, 57, 58, 58, 58, 58, 58, 58, 58, 60, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 61, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 61, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]
48	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
49	[14, 24, 16, 14, 21, 17, 15, 12, 12, 15, 14, 13, 12, 23, 13, 13, 14, 12, 16, 16, 12, 19, 14, 15, 13, 16, 12, 12, 12, 12, 13, 15, 15, 15, 12, 13, 24, 24, 14, 15, 13, 15, 15, 13, 14, 12, 13, 11, 17, 12, 14, 12, 12, 11, 13, 14, 14, 13, 13, 23, 16, 19, 19, 12, 16, 19, 19, 12, 14, 12, 20, 13, 12, 13, 25, 13, 18, 12, 12, 17, 15, 16, 12, 14, 12, 12, 14, 13, 13, 15, 15, 13, 14, 13, 13, 19, 14, 14, 11, 15]
Players Average completion time per iteration
